                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.77727,                0.57287,                0.91795,                0.91609,                0.91667,                0.97184,                0.70509,                0.95532,                 4.5593,                 1.0177,              0.0002599,              0.0002599,              0.0002599
                     12,                0.81096,                0.60069,                0.95006,                0.91515,                0.89879,                0.96284,                 0.7092,                0.91706,                 3.5288,                 1.0053,             0.00028437,             0.00028437,             0.00028437
                     13,                0.71002,                0.57137,                0.92452,                0.84215,                0.92857,                  0.952,                0.72423,                0.84682,                 2.1556,                0.96219,             0.00030879,             0.00030879,             0.00030879
                     14,                0.73508,                0.61651,                0.93655,                0.94056,                0.88095,                0.93535,                0.66574,                 1.0116,                 2.3219,                 1.0248,             0.00033316,             0.00033316,             0.00033316
                     15,                0.69592,                0.50781,                0.89819,                0.94212,                0.86905,                0.91973,                0.62519,                 1.1454,                 1.5303,                 1.1098,             0.00035748,             0.00035748,             0.00035748
                     16,                0.71892,                0.51543,                0.92758,                0.89947,                0.88095,                0.90323,                 0.6535,                 1.0439,                 1.4974,                 1.0371,             0.00038175,             0.00038175,             0.00038175
                     17,                 0.6893,                 0.5343,                0.89928,                0.89631,                0.86905,                0.91943,                0.69088,                0.91322,                 1.5786,                0.97283,             0.00040597,             0.00040597,             0.00040597
                     18,                0.70403,                0.48794,                0.91975,                0.89668,                0.86905,                0.91867,                0.71359,                0.82676,                  1.644,                0.94567,             0.00043014,             0.00043014,             0.00043014
                     19,                0.74124,                0.50877,                0.92282,                0.91462,                0.85714,                0.90609,                0.70357,                0.91058,                  1.222,                0.99651,             0.00045426,             0.00045426,             0.00045426
                     20,                0.69647,                0.47618,                0.90524,                0.90846,                0.84524,                0.89006,                0.67485,                 0.9218,                 1.0169,                0.99674,             0.00047833,             0.00047833,             0.00047833
                     21,                0.72906,                  0.535,                0.93244,                0.86517,                0.88095,                0.91572,                0.71488,                0.88827,                 1.0255,                0.96957,             0.00050235,             0.00050235,             0.00050235
                     22,                 0.7553,                0.51476,                0.90469,                 0.8798,                0.84524,                0.92566,                 0.7099,                0.97346,                0.95995,                  1.026,             0.00052633,             0.00052633,             0.00052633
                     23,                0.70556,                0.51164,                0.90635,                0.83808,                0.92857,                0.93092,                0.71575,                0.94565,                0.84048,                 1.0067,             0.00055025,             0.00055025,             0.00055025
                     24,                0.74882,                0.52339,                0.93052,                0.90904,                0.83285,                0.91904,                0.70293,                0.93247,                0.76201,                0.99013,             0.00057412,             0.00057412,             0.00057412
                     25,                0.71162,                0.54151,                0.92295,                 0.8552,                0.84371,                0.89581,                0.68391,                0.92181,                0.89214,                0.99544,             0.00059795,             0.00059795,             0.00059795
                     26,                 0.6791,                0.52523,                0.89365,                0.86872,                0.78777,                 0.8693,                0.66663,                0.92432,                 1.2086,                 1.0111,             0.00062172,             0.00062172,             0.00062172
                     27,                 0.7064,                0.50274,                 0.9167,                0.87141,                0.80681,                0.85272,                0.63063,                 1.0026,                 1.3934,                 1.0397,             0.00064545,             0.00064545,             0.00064545
                     28,                0.67692,                0.48982,                0.91078,                0.87141,                0.80681,                0.85272,                0.63063,                 1.0026,                 1.3934,                 1.0397,             0.00066912,             0.00066912,             0.00066912
                     29,                0.66999,                0.49592,                0.89445,                0.89436,                 0.8063,                0.85987,                0.66184,                0.95246,                 1.1438,                 1.0259,             0.00069275,             0.00069275,             0.00069275
                     30,                0.71787,                 0.4714,                0.89302,                0.88295,                0.80952,                0.86448,                 0.6411,                 1.0374,                 1.1049,                 1.0318,             0.00071633,             0.00071633,             0.00071633
                     31,                0.72267,                0.52354,                0.90866,                0.88295,                0.80952,                0.86448,                 0.6411,                 1.0374,                 1.1049,                 1.0318,             0.00073985,             0.00073985,             0.00073985
                     32,                0.69888,                0.51097,                0.90334,                0.86298,                0.77381,                0.82963,                 0.6238,                 1.0778,                 1.1564,                 1.0678,             0.00076333,             0.00076333,             0.00076333
                     33,                0.69104,                0.54377,                0.88557,                0.82797,                0.71429,                0.77763,                0.57428,                 1.0803,                 1.2592,                 1.0754,             0.00078676,             0.00078676,             0.00078676
                     34,                0.68362,                0.46355,                0.89684,                0.82797,                0.71429,                0.77763,                0.57428,                 1.0803,                 1.2592,                 1.0754,             0.00081014,             0.00081014,             0.00081014
                     35,                0.69075,                0.53396,                0.91412,                0.82878,                0.69149,                0.73614,                0.53532,                 1.0637,                 1.4448,                 1.0623,             0.00083347,             0.00083347,             0.00083347
                     36,                0.73452,                0.51775,                0.90869,                0.92634,                0.44917,                 0.5804,                0.41362,                 1.1802,                 1.9291,                 1.1317,             0.00085675,             0.00085675,             0.00085675
                     37,                0.67062,                  0.465,                0.89766,                0.92634,                0.44917,                 0.5804,                0.41362,                 1.1802,                 1.9291,                 1.1317,             0.00087998,             0.00087998,             0.00087998
                     38,                0.67373,                0.49982,                 0.8909,                0.68284,                0.52381,                0.55847,                0.35058,                 1.4655,                 2.4428,                 1.3586,             0.00090316,             0.00090316,             0.00090316
                     39,                 0.6602,                0.51078,                0.90008,                0.85513,                    0.5,                0.61189,                 0.4008,                 1.3497,                 3.1602,                 1.2397,             0.00092629,             0.00092629,             0.00092629
                     40,                0.66797,                0.48407,                0.91786,                0.85513,                    0.5,                0.61189,                 0.4008,                 1.3497,                 3.1602,                 1.2397,             0.00094937,             0.00094937,             0.00094937
                     41,                 0.7231,                0.46944,                0.91239,                0.62803,                0.44222,                0.51097,                0.34959,                 1.2794,                 3.8936,                 1.1811,              0.0009724,              0.0009724,              0.0009724
                     42,                0.80655,                0.50806,                0.94166,                0.48063,                0.36905,                0.40051,                 0.2699,                 1.3941,                 5.1212,                  1.257,             0.00099539,             0.00099539,             0.00099539
                     43,                0.72593,                0.53266,                0.90933,                0.48063,                0.36905,                0.40051,                 0.2699,                 1.3941,                 5.1212,                  1.257,              0.0010183,              0.0010183,              0.0010183
                     44,                0.70507,                0.53412,                0.90447,                0.85225,                0.57143,                0.67347,                0.49801,                 1.1605,                 3.2876,                 1.1297,              0.0010412,              0.0010412,              0.0010412
                     45,                 0.7358,                0.51606,                0.93039,                0.85225,                0.57143,                0.67347,                0.49801,                 1.1605,                 3.2876,                 1.1297,               0.001064,               0.001064,               0.001064
                     46,                0.69595,                0.47212,                0.90575,                0.89187,                 0.5892,                0.69166,                0.55294,                 1.0285,                 2.8532,                 1.0734,              0.0010868,              0.0010868,              0.0010868
                     47,                0.78107,                0.50384,                0.97386,                0.89187,                 0.5892,                0.69166,                0.55294,                 1.0285,                 2.8532,                 1.0734,              0.0011096,              0.0011096,              0.0011096
                     48,                0.74055,                0.49122,                 0.9395,                0.96101,                0.46429,                0.58376,                0.42626,                 1.2565,                 2.5547,                 1.2705,              0.0011322,              0.0011322,              0.0011322
                     49,                0.73381,                0.49124,                0.92858,                0.96101,                0.46429,                0.58376,                0.42626,                 1.2565,                 2.5547,                 1.2705,              0.0011549,              0.0011549,              0.0011549
                     50,                0.75626,                0.49148,                0.95148,                0.93562,                0.51908,                0.64722,                0.47418,                 1.1863,                 1.8323,                 1.2043,              0.0011775,              0.0011775,              0.0011775
                     51,                0.73022,                0.48181,                0.91677,                0.93562,                0.51908,                0.64722,                0.47418,                 1.1863,                 1.8323,                 1.2043,              0.0011881,              0.0011881,              0.0011881
                     52,                0.68547,                0.52332,                0.93555,                0.77515,                0.57459,                0.73142,                0.54255,                 1.1669,                 1.5604,                 1.1858,              0.0011881,              0.0011881,              0.0011881
                     53,                0.68762,                0.46017,                0.92271,                0.77515,                0.57459,                0.73142,                0.54255,                 1.1669,                 1.5604,                 1.1858,              0.0011869,              0.0011869,              0.0011869
                     54,                0.72935,                0.48141,                 0.9186,                 0.7621,                0.61021,                0.68147,                0.54287,                 1.0901,                 1.6245,                 1.1599,              0.0011856,              0.0011856,              0.0011856
                     55,                0.65064,                0.43436,                0.90613,                 0.7621,                0.61021,                0.68147,                0.54287,                 1.0901,                 1.6245,                 1.1599,              0.0011844,              0.0011844,              0.0011844
                     56,                0.66463,                0.42532,                0.89015,                0.81774,                0.66667,                0.76247,                0.51468,                 1.2148,                 1.3514,                 1.1442,              0.0011832,              0.0011832,              0.0011832
                     57,                0.72625,                0.44999,                0.92854,                0.81774,                0.66667,                0.76247,                0.51468,                 1.2148,                 1.3514,                 1.1442,              0.0011819,              0.0011819,              0.0011819
